SEED,protected_att,target,method,anon_parameter,threshold_target,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
22,gender,income,k-anonymity,10,4650,0.0459448579013797,0.02089457752423085,0.04229446838142481,0.07800498585096338,0.02846987386643751,0.9367502726281353,0.966275148273055,0.9530855700848818,0.9798349056603773,0.6935406412359857,"[[ 281  409]
 [ 171 8309]]",0.05905191,2.672917604446411,0.043703593
23,gender,income,k-anonymity,10,4650,0.03181962003699035,0.013836643980846497,0.06841900057811301,-0.030741579017441012,0.062180957392223624,0.9290076335877863,0.9621929264184912,0.9386968838526912,0.9868954014772456,0.6448652265118187,"[[ 235  541]
 [ 110 8284]]",0.05097387,1.40729197399196,0.03558068
24,gender,income,k-anonymity,10,4650,0.03425467996475329,0.016969753432208967,0.06256099351417632,0.004422067716241762,0.052962639897100816,0.9284623773173392,0.9619489559164733,0.9374788015828152,0.9877307921381775,0.6370912025207016,"[[ 222  553]
 [ 103 8292]]",0.056018904,1.3536858402158856,0.037748206
25,gender,income,k-anonymity,10,4650,0.05063320431189822,0.01941652488802048,0.06481544844938747,0.06293752476555281,0.05573667420033612,0.9288985823336968,0.9620356352626063,0.9446540880503145,0.9800688100605054,0.6634487100235051,"[[ 257  484]
 [ 168 8261]]",0.05674925,3.619602707370871,0.04249531
26,gender,income,k-anonymity,10,4650,0.041427996992916216,0.019368722572850383,0.07253408138279138,0.03493515481599618,0.061853866836789395,0.929989094874591,0.9628944630678534,0.9397563176895307,0.9872007584735719,0.6288462808761301,"[[ 198  534]
 [ 108 8330]]",0.055516027,1.365776381015647,0.03719917
27,gender,income,k-anonymity,10,4650,0.03180968436151843,0.009881987678982185,0.06326966266281087,0.011775878442545129,0.06024583645741033,0.9297709923664123,0.9626882966396292,0.9391815509834953,0.9874019491323984,0.6378808687460934,"[[ 218  538]
 [ 106 8308]]",0.053387083,1.5515890672992112,0.0362189
28,gender,income,k-anonymity,10,4650,0.04122305002959026,0.019267296901949726,0.0687118995620295,-0.007813023942056185,0.058574185525500866,0.9300981461286805,0.9626956875982076,0.9413840200318688,0.984994640943194,0.659379597315064,"[[ 258  515]
 [ 126 8271]]",0.05275804,2.3813220885517232,0.035919666
29,gender,income,k-anonymity,10,4650,0.03457596292931542,0.016847519869547134,0.05844235939825748,0.021123588758107048,0.04849643149715466,0.9312977099236641,0.9635711807563316,0.9410435961147504,0.9872037914691943,0.6360676491592547,"[[ 208  522]
 [ 108 8332]]",0.056328867,2.059417247772217,0.03726817
30,gender,income,k-anonymity,10,4650,0.03517418653501003,0.016732265051528916,0.06389137017856139,0.010936132983377034,0.05451540156046175,0.9306434023991276,0.9632029622772507,0.9400338791643139,0.9875430062878159,0.6354719080022075,"[[ 210  531]
 [ 105 8324]]",0.053308204,1.5172020841077691,0.03542931
31,gender,income,k-anonymity,10,4650,0.04420838212282918,0.021342512908777977,0.068579801479692,0.03126164949375965,0.05611848741439396,0.931515812431843,0.9636237256719185,0.9421225506852419,0.9861292234736219,0.6454455641177633,"[[ 224  511]
 [ 117 8318]]",0.054406594,1.509626030921936,0.035860877
32,gender,income,k-anonymity,10,4650,0.019233349802070254,0.007819803894665966,0.066192123064161,-0.06252351868469042,0.06362371640358411,0.9297709923664123,0.9628003696857671,0.937879810938555,0.989081414668882,0.6235729653989571,"[[ 192  552]
 [  92 8334]]",0.0499284,1.9000097047087912,0.035084143
33,gender,income,k-anonymity,10,4650,0.05781962709866417,0.029935004487254502,0.06923387199350828,0.09674796747967473,0.05030236334631333,0.9276990185387132,0.9614646904969486,0.9383934649421375,0.9856989631748302,0.6443257331920365,"[[ 236  543]
 [ 120 8271]]",0.052529685,1.646603379580697,0.03538455
34,gender,income,k-anonymity,10,4650,0.050562808332706544,0.02391883933658079,0.05785750178858984,0.09115215305604163,0.04280858302556079,0.9317339149400218,0.9636764535221075,0.9418169445389588,0.9865747891172627,0.6526499443594282,"[[ 240  513]
 [ 113 8304]]",0.05073161,1.2235703468322754,0.035417985
35,gender,income,k-anonymity,10,4650,0.03845829979077686,0.02374085064658471,0.07071006765768817,-0.024452660577062524,0.055798949244278084,0.9285714285714286,0.9620091642016124,0.9408894939868391,0.9840987302717455,0.641443712376788,"[[ 222  521]
 [ 134 8293]]",0.057872653,1.8165593147277832,0.03783685
36,gender,income,k-anonymity,10,4650,0.039737156511350125,0.021466636523265414,0.07525252525252524,0.00606821510776312,0.06306808985105361,0.9256270447110142,0.960463768115942,0.9372100916393257,0.9849007252407561,0.6268377143990342,"[[ 204  555]
 [ 127 8284]]",0.049830057,1.1241141174362728,0.03479568
37,gender,income,k-anonymity,10,4650,0.036112258149458065,0.017679778292215675,0.07677426883786065,-0.014224636514049038,0.06714257030478676,0.930752453653217,0.9632969192532224,0.9388237945020279,0.989080118694362,0.6301105291458386,"[[ 202  543]
 [  92 8333]]",0.05007799,1.5324730556955766,0.035324026
38,gender,income,k-anonymity,10,4650,0.048473861269824337,0.02019592983008689,0.06385539595236822,0.014633647155137153,0.05371812597413628,0.9304252998909488,0.9627075052606967,0.9457907430802802,0.980240447565766,0.6832281561625969,"[[ 297  472]
 [ 166 8235]]",0.06468255,3.6099655185456885,0.04541575
39,gender,income,k-anonymity,10,4650,0.05658149707288895,0.025435533046620273,0.061974333829886485,0.08895348837209305,0.04706873588287841,0.9302071973827699,0.9627343659019448,0.9460975051499199,0.9799668089141773,0.6691387178085872,"[[ 263  471]
 [ 169 8267]]",0.05897129,3.380676507949829,0.043788347
0,gender,income,l-diversity,2,4650,0.0,0.0,0.07403562725836066,0.0,0.07403562725836066,0.9224645583424209,0.9596687276646435,0.9224645583424209,1.0,0.5,"[[   0  711]
 [   0 8459]]",2.8092607e-05,0.34698981046676636,2.8092607e-05
1,gender,income,l-diversity,2,4650,0.0,0.0,0.08110687022900753,0.0,0.08110687022900753,0.9220283533260633,0.9594326241134752,0.9220283533260633,1.0,0.5,"[[   0  715]
 [   0 8455]]",4.2575826e-05,0.3814508616924286,4.2575826e-05
2,gender,income,l-diversity,2,4650,0.0,0.0,0.07077695324438671,0.0,0.07077695324438671,0.9193020719738277,0.9579545454545455,0.9193020719738277,1.0,0.5,"[[   0  740]
 [   0 8430]]",2.0588956e-05,0.6563419699668884,2.0588956e-05
3,gender,income,l-diversity,2,4650,0.0,0.0,0.08007160567049754,0.0,0.08007160567049754,0.9179934569247546,0.9572435751648851,0.9179934569247546,1.0,0.5,"[[   0  752]
 [   0 8418]]",4.606533e-05,0.6411281228065491,4.606533e-05
4,gender,income,l-diversity,2,4650,0.0,0.0,0.07343571475708077,0.0,0.07343571475708077,0.9208287895310796,0.9587827864198932,0.9208287895310796,1.0,0.5,"[[   0  726]
 [   0 8444]]",2.892766e-05,0.577642560005188,2.8927661e-05
5,gender,income,l-diversity,2,4650,0.0,0.0,0.06826267430529376,0.0,0.06826267430529376,0.9158124318429662,0.956056466302368,0.9158124318429662,1.0,0.5,"[[   0  772]
 [   0 8398]]",3.0320047e-05,0.5350823402404785,3.032005e-05
6,gender,income,l-diversity,2,4650,0.0,0.0,0.07201975926520232,0.0,0.07201975926520232,0.920937840785169,0.9588418961112688,0.920937840785169,1.0,0.5,"[[   0  725]
 [   0 8445]]",7.8853904e-05,0.42051514983177185,7.8853904e-05
7,gender,income,l-diversity,2,4650,0.0,0.0,0.06903595476963198,0.0,0.06903595476963198,0.9181025081788441,0.9573028597418841,0.9181025081788441,1.0,0.5,"[[   0  751]
 [   0 8419]]",4.168677e-05,0.40127015113830566,4.168677e-05
8,gender,income,l-diversity,2,4650,0.0,0.0,0.07127565655469992,0.0,0.07127565655469992,0.9145038167938931,0.9553429027113237,0.9145038167938931,1.0,0.5,"[[   0  784]
 [   0 8386]]",5.854251e-05,0.6667675971984863,5.854251e-05
9,gender,income,l-diversity,2,4650,0.0,0.0,0.07098221249012204,0.0,0.07098221249012204,0.9210468920392585,0.9589009990917348,0.9210468920392585,1.0,0.5,"[[   0  724]
 [   0 8446]]",5.192473e-05,0.40202516317367554,5.1924733e-05
10,gender,income,l-diversity,2,4650,0.0,0.0,0.07572449501012213,0.0,0.07572449501012213,0.9173391494002181,0.9568877260834945,0.9173391494002181,1.0,0.5,"[[   0  758]
 [   0 8412]]",5.487114e-05,0.3911135196685791,5.487114e-05
11,gender,income,l-diversity,2,4650,0.0,0.0,0.07108736196733556,0.0,0.07108736196733556,0.9157033805888768,0.9559970399043661,0.9157033805888768,1.0,0.5,"[[   0  773]
 [   0 8397]]",3.7414804e-05,0.5734037160873413,3.7414804e-05
12,gender,income,l-diversity,2,4650,0.0,0.0,0.06521334653174304,0.0,0.06521334653174304,0.9215921483097056,0.9591964133704103,0.9215921483097056,1.0,0.5,"[[   0  719]
 [   0 8451]]",5.414604e-05,0.494493693113327,5.414604e-05
13,gender,income,l-diversity,2,4650,0.0,0.0,0.07949754841853707,0.0,0.07949754841853707,0.9170119956379499,0.9567097104499687,0.9170119956379499,1.0,0.5,"[[   0  761]
 [   0 8409]]",5.246181e-05,0.5738446712493896,5.246181e-05
14,gender,income,l-diversity,2,4650,0.0,0.0,0.06502424551089647,0.0,0.06502424551089647,0.9226826608505998,0.9597867392660655,0.9226826608505998,1.0,0.5,"[[   0  709]
 [   0 8461]]",6.254451e-05,0.5846012234687805,6.254451e-05
15,gender,income,l-diversity,2,4650,0.0,0.0,0.06825986611749868,0.0,0.06825986611749868,0.9173391494002181,0.9568877260834945,0.9173391494002181,1.0,0.5,"[[   0  758]
 [   0 8412]]",6.704971e-05,0.37894871830940247,6.704971e-05
16,gender,income,l-diversity,2,4650,0.0,0.0,0.07855496726207523,0.0,0.07855496726207523,0.9157033805888768,0.9559970399043661,0.9157033805888768,1.0,0.5,"[[   0  773]
 [   0 8397]]",1.1832547e-05,0.5104433298110962,1.1832545e-05
17,gender,income,l-diversity,2,4650,0.0,0.0,0.06657665208163344,0.0,0.06657665208163344,0.9191930207197383,0.9578953349622138,0.9191930207197383,1.0,0.5,"[[   0  741]
 [   0 8429]]",5.42238e-05,0.4643784761428833,5.42238e-05
18,gender,income,l-diversity,2,4650,0.0,0.0,0.07047827589514088,0.0,0.07047827589514088,0.9210468920392585,0.9589009990917348,0.9210468920392585,1.0,0.5,"[[   0  724]
 [   0 8446]]",7.162336e-05,0.5807410478591919,7.162336e-05
19,gender,income,l-diversity,2,4650,0.0,0.0,0.07045631311191503,0.0,0.07045631311191503,0.9157033805888768,0.9559970399043661,0.9157033805888768,1.0,0.5,"[[   0  773]
 [   0 8397]]",4.959671e-05,0.3895225524902344,4.959671e-05
20,gender,income,l-diversity,2,4650,0.0,0.0,0.07255783759188505,0.0,0.07255783759188505,0.9181025081788441,0.9573028597418841,0.9181025081788441,1.0,0.5,"[[   0  751]
 [   0 8419]]",4.5575733e-05,0.3943091630935669,4.557573e-05
21,gender,income,l-diversity,2,4650,0.0,0.0,0.08052322693024316,0.0,0.08052322693024316,0.9162486368593239,0.9562941042567722,0.9162486368593239,1.0,0.5,"[[   0  768]
 [   0 8402]]",6.970239e-05,0.4106767177581787,6.97024e-05
22,gender,income,l-diversity,2,4650,0.0,0.0,0.052517735126430765,0.0,0.052517735126430765,0.9247546346782988,0.9609065155807366,0.9247546346782988,1.0,0.5,"[[   0  690]
 [   0 8480]]",4.0017378e-05,0.3657035529613495,4.0017378e-05
23,gender,income,l-diversity,2,4650,0.0,0.0,0.07774876780176787,0.0,0.07774876780176787,0.9153762268266085,0.9558187201093145,0.9153762268266085,1.0,0.5,"[[   0  776]
 [   0 8394]]",4.2468335e-05,0.5267611742019653,4.246834e-05
24,gender,income,l-diversity,2,4650,0.0,0.0,0.06827444307187824,0.0,0.06827444307187824,0.9154852780806979,0.9558781668089952,0.9154852780806979,1.0,0.5,"[[   0  775]
 [   0 8395]]",3.2983186e-05,0.4177607297897339,3.2983186e-05
25,gender,income,l-diversity,2,4650,0.0,0.0,0.08438456973332908,0.0,0.08438456973332908,0.9191930207197383,0.9578953349622138,0.9191930207197383,1.0,0.5,"[[   0  741]
 [   0 8429]]",2.9776107e-05,0.38715845346450806,2.9776107e-05
26,gender,income,l-diversity,2,4650,0.0,0.0,0.08159876800584698,0.0,0.08159876800584698,0.9201744820065431,0.9584279872785098,0.9201744820065431,1.0,0.5,"[[   0  732]
 [   0 8438]]",1.9706642e-05,0.40648895502090454,1.9706644e-05
27,gender,income,l-diversity,2,4650,0.0,0.0,0.0795307773894085,0.0,0.0795307773894085,0.917557251908397,0.9570063694267515,0.917557251908397,1.0,0.5,"[[   0  756]
 [   0 8414]]",3.37268e-05,0.3989739418029785,3.37268e-05
28,gender,income,l-diversity,2,4650,0.0,0.0,0.07813495772729473,0.0,0.07813495772729473,0.9157033805888768,0.9559970399043661,0.9157033805888768,1.0,0.5,"[[   0  773]
 [   0 8397]]",4.948792e-05,0.4001043736934662,4.948792e-05
29,gender,income,l-diversity,2,4650,0.0,0.0,0.06447194438697468,0.0,0.06447194438697468,0.920392584514722,0.9585462805224304,0.920392584514722,1.0,0.5,"[[   0  730]
 [   0 8440]]",6.847608e-05,0.40163329243659973,6.847608e-05
30,gender,income,l-diversity,2,4650,0.0,0.0,0.07095669432113005,0.0,0.07095669432113005,0.9191930207197383,0.9578953349622138,0.9191930207197383,1.0,0.5,"[[   0  741]
 [   0 8429]]",3.5483336e-05,0.4018452763557434,3.5483332e-05
31,gender,income,l-diversity,2,4650,0.0,0.0,0.07683380294484332,0.0,0.07683380294484332,0.9198473282442748,0.9582504970178927,0.9198473282442748,1.0,0.5,"[[   0  735]
 [   0 8435]]",3.5841902e-05,0.4027104079723358,3.5841902e-05
32,gender,income,l-diversity,2,4650,0.0,0.0,0.07307696999640123,0.0,0.07307696999640123,0.91886586695747,0.9577176631052512,0.91886586695747,1.0,0.5,"[[   0  744]
 [   0 8426]]",6.281449e-05,0.4148770570755005,6.281449e-05
33,gender,income,l-diversity,2,4650,0.0,0.0,0.07609033089248218,0.0,0.07609033089248218,0.9150490730643402,0.9556403393884175,0.9150490730643402,1.0,0.5,"[[   0  779]
 [   0 8391]]",2.9317689e-05,0.6325047016143799,2.9317689e-05
34,gender,income,l-diversity,2,4650,0.0,0.0,0.0675372730544821,0.0,0.0675372730544821,0.9178844056706652,0.9571842838460226,0.9178844056706652,1.0,0.5,"[[   0  753]
 [   0 8417]]",4.2664422e-05,0.42458510398864746,4.266443e-05
35,gender,income,l-diversity,2,4650,0.0,0.0,0.06892608351065,0.0,0.06892608351065,0.9189749182115594,0.957776893788714,0.9189749182115594,1.0,0.5,"[[   0  743]
 [   0 8427]]",3.4919532e-05,0.4342283606529236,3.4919532e-05
36,gender,income,l-diversity,2,4650,0.0,0.0,0.07926686217008794,0.0,0.07926686217008794,0.9172300981461287,0.9568283942892896,0.9172300981461287,1.0,0.5,"[[   0  759]
 [   0 8411]]",3.2066397e-05,0.473827064037323,3.2066397e-05
37,gender,income,l-diversity,2,4650,0.0,0.0,0.08325254193671938,0.0,0.08325254193671938,0.9187568157033806,0.9576584256891162,0.9187568157033806,1.0,0.5,"[[   0  745]
 [   0 8425]]",1.9735715e-05,0.42812246084213257,1.9735713e-05
38,gender,income,l-diversity,2,4650,0.0,0.0,0.07959470283547809,0.0,0.07959470283547809,0.9161395856052345,0.9562347049115019,0.9161395856052345,1.0,0.5,"[[   0  769]
 [   0 8401]]",2.7991837e-05,0.40060725808143616,2.7991837e-05
39,gender,income,l-diversity,2,4650,0.0,0.0,0.07625542089838988,0.0,0.07625542089838988,0.9199563794983643,0.9583096671589231,0.9199563794983643,1.0,0.5,"[[   0  734]
 [   0 8436]]",4.3559994e-05,0.38006502389907837,4.3559994e-05
0,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07403562725836066,0.0,0.07403562725836066,0.9224645583424209,0.9596687276646435,0.9224645583424209,1.0,0.5,"[[   0  711]
 [   0 8459]]",0.009592465,1.258428692817688,0.009534225
1,gender,income,t-closeness,0.5,4650,0.0,0.0,0.08110687022900753,0.0,0.08110687022900753,0.9220283533260633,0.9594326241134752,0.9220283533260633,1.0,0.5,"[[   0  715]
 [   0 8455]]",0.013480183,1.1764212846755981,0.012197152
2,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07077695324438671,0.0,0.07077695324438671,0.9193020719738277,0.9579545454545455,0.9193020719738277,1.0,0.5,"[[   0  740]
 [   0 8430]]",0.0054303803,0.954002320766449,0.005419131
3,gender,income,t-closeness,0.5,4650,0.0,0.0,0.08007160567049754,0.0,0.08007160567049754,0.9179934569247546,0.9572435751648851,0.9179934569247546,1.0,0.5,"[[   0  752]
 [   0 8418]]",0.0064891316,0.7424674034118652,0.0064759064
4,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07343571475708077,0.0,0.07343571475708077,0.9208287895310796,0.9587827864198932,0.9208287895310796,1.0,0.5,"[[   0  726]
 [   0 8444]]",0.0054903915,0.7315589785575867,0.00547463
5,gender,income,t-closeness,0.5,4650,0.0,0.0,0.06826267430529376,0.0,0.06826267430529376,0.9158124318429662,0.956056466302368,0.9158124318429662,1.0,0.5,"[[   0  772]
 [   0 8398]]",0.005562147,0.8880835771560669,0.005550586
6,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07201975926520232,0.0,0.07201975926520232,0.920937840785169,0.9588418961112688,0.920937840785169,1.0,0.5,"[[   0  725]
 [   0 8445]]",0.0061053135,0.6371470093727112,0.0060917228
7,gender,income,t-closeness,0.5,4650,0.0,0.0,0.06903595476963198,0.0,0.06903595476963198,0.9181025081788441,0.9573028597418841,0.9181025081788441,1.0,0.5,"[[   0  751]
 [   0 8419]]",0.005902983,1.0158230066299438,0.0058938833
8,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07127565655469992,0.0,0.07127565655469992,0.9145038167938931,0.9553429027113237,0.9145038167938931,1.0,0.5,"[[   0  784]
 [   0 8386]]",0.0057134395,0.8542972207069397,0.0056935414
9,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07098221249012204,0.0,0.07098221249012204,0.9210468920392585,0.9589009990917348,0.9210468920392585,1.0,0.5,"[[   0  724]
 [   0 8446]]",0.0057710246,0.632294774055481,0.0057551344
10,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07572449501012213,0.0,0.07572449501012213,0.9173391494002181,0.9568877260834945,0.9173391494002181,1.0,0.5,"[[   0  758]
 [   0 8412]]",0.0098737255,0.8359642028808594,0.009813066
11,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07108736196733556,0.0,0.07108736196733556,0.9157033805888768,0.9559970399043661,0.9157033805888768,1.0,0.5,"[[   0  773]
 [   0 8397]]",0.005673599,0.8919383883476257,0.0056613977
12,gender,income,t-closeness,0.5,4650,0.0,0.0,0.06521334653174304,0.0,0.06521334653174304,0.9215921483097056,0.9591964133704103,0.9215921483097056,1.0,0.5,"[[   0  719]
 [   0 8451]]",0.009316209,1.247807264328003,0.009261035
13,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07949754841853707,0.0,0.07949754841853707,0.9170119956379499,0.9567097104499687,0.9170119956379499,1.0,0.5,"[[   0  761]
 [   0 8409]]",0.0060520098,0.8871726393699646,0.006032074
14,gender,income,t-closeness,0.5,4650,0.0,0.0,0.06502424551089647,0.0,0.06502424551089647,0.9226826608505998,0.9597867392660655,0.9226826608505998,1.0,0.5,"[[   0  709]
 [   0 8461]]",0.0058392133,0.6680413484573364,0.005813338
15,gender,income,t-closeness,0.5,4650,0.0,0.0,0.06825986611749868,0.0,0.06825986611749868,0.9173391494002181,0.9568877260834945,0.9173391494002181,1.0,0.5,"[[   0  758]
 [   0 8412]]",0.015051355,0.8611194491386414,0.013340369
16,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07855496726207523,0.0,0.07855496726207523,0.9157033805888768,0.9559970399043661,0.9157033805888768,1.0,0.5,"[[   0  773]
 [   0 8397]]",0.0054763393,0.540396511554718,0.0054692007
17,gender,income,t-closeness,0.5,4650,0.0,0.0,0.06657665208163344,0.0,0.06657665208163344,0.9191930207197383,0.9578953349622138,0.9191930207197383,1.0,0.5,"[[   0  741]
 [   0 8429]]",0.005499666,0.8039500117301941,0.005480259
18,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07047827589514088,0.0,0.07047827589514088,0.9210468920392585,0.9589009990917348,0.9210468920392585,1.0,0.5,"[[   0  724]
 [   0 8446]]",0.005622438,0.5950027704238892,0.005602122
19,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07045631311191503,0.0,0.07045631311191503,0.9157033805888768,0.9559970399043661,0.9157033805888768,1.0,0.5,"[[   0  773]
 [   0 8397]]",0.00583351,0.5676257014274597,0.005821265
20,gender,income,t-closeness,0.5,4650,0.0,0.0,0.07255783759188505,0.0,0.07255783759188505,0.9181025081788441,0.9573028597418841,0.9181025081788441,1.0,0.5,"[[   0  751]
 [   0 8419]]",0.005868256,0.7245764136314392,0.0058544273
