SEED,protected_att,target,method,anon_parameter,fraction,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
29,gender,income,k-anonymity,10,0.1,0.532695309291054,0.48187087974539666,0.02977901914072123,0.32930264180264185,0.10191192266380233,0.7742639040348964,0.7992240543161979,0.7862595419847328,0.8126232741617357,0.7697262712272093,"[[298 112]
 [ 95 412]]",0.22305906,3.74425824957542,0.17938052
30,gender,income,k-anonymity,10,0.1,0.4357069925233029,0.23517219387755106,-0.056854736888332646,0.33858604890164,-0.0306570552655564,0.7928026172300982,0.8118811881188118,0.7765151515151515,0.8506224066390041,0.7896790194114561,"[[317 118]
 [ 72 410]]",0.24449418,3.6801564693450928,0.19134448
31,gender,income,k-anonymity,10,0.1,0.45411595897326884,0.2776377952755905,-0.03235903704097354,0.34112937210282346,0.05417246533683828,0.7753544165757906,0.7968441814595661,0.7579737335834896,0.83991683991684,0.7720226401419062,"[[307 129]
 [ 77 404]]",0.23465979,2.9056866813389037,0.18601911
32,gender,income,k-anonymity,10,0.1,0.4561726211531659,0.34881414276962563,-0.0013854498290296613,0.304411559402485,0.0987179487179487,0.7655398037077427,0.7910592808551992,0.7636022514071295,0.8205645161290323,0.7606385526013332,"[[295 126]
 [ 89 407]]",0.24599588,3.488562423379104,0.19379075
33,gender,income,k-anonymity,10,0.1,0.38638701382192225,0.22247237003683995,-0.06152362584378024,0.28186477103653496,-0.02088554720133673,0.7851690294438386,0.7874865156418555,0.7604166666666666,0.8165548098434005,0.7859369793897854,"[[355 115]
 [ 82 365]]",0.23294227,2.8618553075867266,0.1857837
34,gender,income,k-anonymity,10,0.1,0.44572991877256324,0.2951668584579976,-0.026929151624548786,0.3006802721088435,0.04014062000639185,0.7862595419847328,0.804,0.7775628626692457,0.8322981366459627,0.7836605890603086,"[[319 115]
 [ 81 402]]",0.23887902,3.0448845721536513,0.18772429
35,gender,income,k-anonymity,10,0.1,0.4557797537619699,0.3704233750745378,-0.0011171910624715453,0.28361796331435796,0.07036793211908421,0.7786259541984732,0.7926455566905006,0.7713717693836978,0.8151260504201681,0.7771775376817394,"[[326 115]
 [ 88 388]]",0.22685464,3.3266332198758852,0.18229519
36,gender,income,k-anonymity,10,0.1,0.4377407199217205,0.3828571428571429,0.014198571815210337,0.2556986938629451,0.17358374384236452,0.7622682660850599,0.7655913978494624,0.7325102880658436,0.8018018018018018,0.7634801820848333,"[[343 130]
 [ 88 356]]",0.23135762,3.5072115609082046,0.182061
37,gender,income,k-anonymity,10,0.1,0.4719267048880441,0.32853667904237616,-0.013714729537766646,0.3059432779058947,0.04303008510128248,0.7960741548527808,0.8062176165803109,0.7890466531440162,0.8241525423728814,0.7952223386021711,"[[341 104]
 [ 83 389]]",0.22958186,3.0386380720295487,0.18443915
38,gender,income,k-anonymity,10,0.1,0.43576025389548856,0.3347359562381654,-0.03920282987679902,0.28728184991274,-0.053897887657478494,0.7655398037077427,0.7690655209452203,0.8044943820224719,0.7366255144032922,0.7673846829557063,"[[344  87]
 [128 358]]",0.4972757,1.4943025624990858,0.21681292
39,gender,income,k-anonymity,10,0.1,0.4715855572998431,0.3754251700680272,-0.008634222919937207,0.331733483907397,-0.02557455156950672,0.7797164667393675,0.7963709677419354,0.7745098039215687,0.8195020746887967,0.7775671292984213,"[[320 115]
 [ 87 395]]",0.21135052,3.602017356298186,0.17057292
0,gender,income,k-anonymity,10,0.2,0.43057156659310736,0.35167664710193247,0.006933236718158153,0.27223643080420573,0.14005429717573648,0.7470010905125409,0.7656565656565658,0.7610441767068273,0.7703252032520326,0.7451626016260163,"[[612 238]
 [226 758]]",0.30284816,1.866994857788086,0.17965065
1,gender,income,k-anonymity,10,0.2,0.5066834645323496,0.43066827373777955,-0.0008316590362636989,0.3306691775422615,0.023964095605886637,0.7726281352235551,0.7869187531936638,0.7849133537206932,0.7889344262295082,0.7715068401543811,"[[647 211]
 [206 770]]",0.30846477,1.4464199542999268,0.1816831
2,gender,income,k-anonymity,10,0.2,0.42509791813811415,0.2925987984180177,-0.02461785627926094,0.27855468936821465,0.05077281421607949,0.787350054525627,0.7966631908237747,0.7601990049751244,0.836801752464403,0.787564828458043,"[[680 241]
 [149 764]]",0.21548389,4.168250487973193,0.16561191
3,gender,income,k-anonymity,10,0.2,0.40436001495167406,0.2618285825092108,-0.010362044107438462,0.2688332010931852,0.04294071607656902,0.7878953107960741,0.8059850374064839,0.7882926829268293,0.8244897959183674,0.7851957176313149,"[[637 217]
 [172 808]]",0.21665014,3.629695023127896,0.16738722
4,gender,income,k-anonymity,10,0.2,0.37564823743705134,0.2857503353565405,0.023615129111754007,0.20734842246902177,0.1065322284575444,0.7895310796074155,0.802051282051282,0.771964461994077,0.8345784418356457,0.7885266791118026,"[[666 231]
 [155 782]]",0.2273137,3.5376157999617326,0.17352417
5,gender,income,k-anonymity,10,0.2,0.38991653090155093,0.27733838327577887,-0.009336055688382028,0.23110532209044582,0.1015178395426769,0.7829880043620502,0.7869379014989294,0.7561728395061729,0.8203125,0.7838236273987207,"[[701 237]
 [161 735]]",0.22641432,4.531225890844774,0.17361653
6,gender,income,k-anonymity,10,0.2,0.43141863486967824,0.2753368013872215,-0.030325613391423922,0.2994876744876745,0.009871116739924024,0.7906215921483097,0.8062563067608477,0.7825661116552399,0.8314255983350677,0.7885650328445097,"[[651 222]
 [162 799]]",0.20939238,3.0792921018236403,0.16172454
7,gender,income,k-anonymity,10,0.2,0.3886953155245838,0.2945017182130585,-0.0009678668215253872,0.23715170278637773,0.06700349786241733,0.7780806979280261,0.7890098496630379,0.7725888324873097,0.8061440677966102,0.7772293372690917,"[[666 224]
 [183 761]]",0.23047407,3.5736569105225993,0.1772914
8,gender,income,k-anonymity,10,0.2,0.3314498710686973,0.26475761808681253,0.037244065854142305,0.16824517320619375,0.14530751169203415,0.7677208287895311,0.7846309403437816,0.7637795275590551,0.8066528066528067,0.7657117244273207,"[[632 240]
 [186 776]]",0.22512744,4.286977823053593,0.17377932
9,gender,income,k-anonymity,10,0.2,0.38433819556996224,0.26932857220148243,-0.016553214478660205,0.23130593205069172,0.0197678427766923,0.7955288985823337,0.800425758382118,0.7957671957671958,0.8051391862955032,0.7953473709255293,"[[707 193]
 [182 752]]",0.23084234,4.174905981115245,0.17463295
10,gender,income,k-anonymity,10,0.2,0.43688201276559674,0.3637175324675325,-0.013786583735925562,0.2783031164829956,0.030085851518475093,0.7693565976008724,0.7679648930334614,0.77007700770077,0.7658643326039387,0.7693452097802302,"[[711 209]
 [214 700]]",0.3165638,2.0517117977142334,0.18685743
11,gender,income,k-anonymity,10,0.2,0.44221095890410955,0.3606030373572775,0.008764383561643774,0.2590484065899116,0.10819485427343789,0.7748091603053435,0.7876606683804627,0.7792472024415056,0.7962577962577962,0.773702292624311,"[[655 217]
 [196 766]]",0.21519002,2.9199373576674486,0.1658926
12,gender,income,k-anonymity,10,0.2,0.471640812289698,0.43891075059611756,-0.013319572999645257,0.3139794694284956,-0.025700934579439227,0.7633587786259542,0.758082497212932,0.7530454042081949,0.7631874298540965,0.7633540542695721,"[[720 223]
 [211 680]]",0.32563177,2.3419343131672483,0.19096987
13,gender,income,k-anonymity,10,0.2,0.3828941224835389,0.3170666579830017,0.02790721100770066,0.22658429653248308,0.12345294515910621,0.7617230098146128,0.7785098834262545,0.7536800785083415,0.8050314465408805,0.7599020869068039,"[[629 251]
 [186 768]]",0.21730965,3.0557989250908304,0.16654035
14,gender,income,k-anonymity,10,0.2,0.4412335531995718,0.33994867085183733,0.010878198708429654,0.27537260871540875,0.03631551921633691,0.7900763358778626,0.8081714000996512,0.7966601178781926,0.8200202224469161,0.7875249041228662,"[[638 207]
 [178 811]]",0.21497571,4.355617843363647,0.16611473
15,gender,income,k-anonymity,10,0.2,0.45494567253653057,0.3946762323291153,0.0005289489343883735,0.29640643323839844,-0.018801255441935893,0.7737186477644493,0.7814639283833595,0.7818756585879874,0.7810526315789473,0.7734448678256727,"[[677 207]
 [208 742]]",0.29952103,2.0208873748779297,0.17698959
16,gender,income,k-anonymity,10,0.2,0.40438229936783454,0.2854104979811575,-0.013213864780885043,0.2489123269611075,0.05769470599239257,0.7846237731733915,0.7935180345007841,0.7824742268041237,0.8048780487804879,0.7840327393172921,"[[680 211]
 [184 759]]",0.22174379,3.693894386291504,0.16942374
17,gender,income,k-anonymity,10,0.2,0.44203806341352125,0.3454243338944679,0.007251475090472637,0.27045153317986587,0.09540373048180317,0.7851690294438386,0.7985685071574642,0.7634408602150538,0.8370846730975349,0.7842471090237952,"[[659 242]
 [152 781]]",0.22632292,3.3035026922383186,0.17424394
18,gender,income,k-anonymity,10,0.2,0.4120913435429564,0.2509986120432939,-0.028977951558596726,0.27269597906205434,0.04138313609467459,0.7868047982551799,0.8026249369005551,0.7910447761194029,0.8145491803278688,0.784896967786312,"[[648 210]
 [181 795]]",0.22420856,3.3084136430268076,0.17041592
19,gender,income,k-anonymity,10,0.2,0.4125440235625916,0.30216083327942034,-0.007292455385983332,0.21579087241187694,0.1066234117329008,0.7998909487459106,0.8042666666666667,0.7878787878787878,0.8213507625272332,0.7998675210016079,"[[713 203]
 [164 754]]",0.21582063,3.098729699937229,0.16430898
20,gender,income,k-anonymity,10,0.2,0.3875729997331989,0.2692983036153783,0.0038340299805333933,0.19847074468085107,0.0700997244776046,0.8146128680479825,0.8238341968911918,0.8079268292682927,0.8403805496828752,0.8137713559225188,"[[699 189]
 [151 795]]",0.20849375,4.0899112977090235,0.1636192
21,gender,income,k-anonymity,10,0.2,0.4230241978959691,0.2963939393939393,-0.017438840136497435,0.26527277693625684,0.03973778249560411,0.797164667393675,0.8074534161490683,0.7753479125248509,0.8423326133909287,0.7967169674884158,"[[682 226]
 [146 780]]",0.22713305,3.4631842886041486,0.1724613
22,gender,income,k-anonymity,10,0.2,0.46366387622476624,0.3944444444444445,-0.0035670096197790713,0.29639777912833876,0.06934836779264764,0.7660850599781898,0.7771428571428571,0.763265306122449,0.7915343915343915,0.7652835062283883,"[[657 232]
 [197 748]]",0.30550882,2.783468723297119,0.18915422
23,gender,income,k-anonymity,10,0.2,0.3075421558292684,0.16669553526505498,-0.009850722738161566,0.1326445842760181,0.17810956117407728,0.7878953107960741,0.7849640685461581,0.7642626480086114,0.8068181818181818,0.7886292166952543,"[[735 219]
 [170 710]]",0.22642472,3.5600738241845082,0.17623205
24,gender,income,k-anonymity,10,0.2,0.40403402933764027,0.2928739681107746,-0.002471790996646628,0.25568726053639845,0.05762267271120236,0.7906215921483097,0.8036809815950919,0.7645914396887159,0.8469827586206896,0.789937295425135,"[[664 242]
 [142 786]]",0.22689182,3.9236477123049442,0.17245573
25,gender,income,k-anonymity,10,0.2,0.4506293329743555,0.36469556158675326,-0.020384811392417324,0.31711402435229935,0.0420118343195266,0.7502726281352236,0.761954261954262,0.7517948717948718,0.7723919915700738,0.749472831943229,"[[643 242]
 [216 733]]",0.28075537,1.7479677200317383,0.17477992
26,gender,income,k-anonymity,10,0.2,0.3749795629189601,0.2776522269056929,0.02515668428797213,0.20651957861260187,0.12919621749408983,0.7780806979280261,0.7970074812967581,0.7787524366471735,0.8161389172625128,0.7753209206195604,"[[628 227]
 [180 799]]",0.22361287,3.797802617448024,0.1676102
27,gender,income,k-anonymity,10,0.2,0.39115347018572827,0.2556303175221042,-0.019018138372977056,0.2574036188849385,0.049200594518759355,0.7868047982551799,0.7987647967061245,0.7660414610069102,0.8344086021505376,0.7861202302788086,"[[667 237]
 [154 776]]",0.22274156,3.4987919692748806,0.1693259
28,gender,income,k-anonymity,10,0.2,0.41615589606928716,0.3178717345549089,0.004624694648012517,0.2633532865200875,0.03739101274312551,0.7786259541984732,0.7961847389558233,0.7937937937937938,0.798590130916415,0.7768218193226546,"[[635 206]
 [200 793]]",0.22972523,3.533738613128662,0.17518257
29,gender,income,k-anonymity,10,0.2,0.4298918840071569,0.3161387567328161,-0.02845756390405929,0.29316121403232165,-0.0007397908857762481,0.7846237731733915,0.7893333333333333,0.7628865979381443,0.8176795580110497,0.7850507585534259,"[[699 230]
 [165 740]]",0.20400131,3.594899596521666,0.15819523
30,gender,income,k-anonymity,10,0.2,0.4434342592579944,0.33001077586206895,0.0034495053887422245,0.23542286947686614,0.09746774137752101,0.806434023991276,0.8153926157046283,0.799184505606524,0.832271762208068,0.8057098721354241,"[[695 197]
 [158 784]]",0.23532213,4.127931463988519,0.17950109
31,gender,income,k-anonymity,10,0.2,0.3906197850610773,0.2578470123227157,-0.015002336292637364,0.23837877703303617,0.07503840245775739,0.781897491821156,0.7963340122199591,0.785929648241206,0.8070175438596491,0.7803873846465875,"[[652 213]
 [187 782]]",0.22101372,3.565942351371165,0.16716562
32,gender,income,k-anonymity,10,0.2,0.39148193734395853,0.2863001688295691,0.004948519434910925,0.214242506414134,0.10487357371782258,0.7895310796074155,0.8012358393408857,0.7842741935483871,0.8189473684210526,0.7884329602286259,"[[670 214]
 [172 778]]",0.21457927,3.1135414512031097,0.16636458
33,gender,income,k-anonymity,10,0.2,0.42913930765506847,0.30207001440127057,-0.009116261310096019,0.25998299850429885,0.06205369721853238,0.7900763358778626,0.8036715961244263,0.7943548387096774,0.8132094943240454,0.788685672017514,"[[661 204]
 [181 788]]",0.20841214,3.5500199463533257,0.16039641
34,gender,income,k-anonymity,10,0.2,0.42792248770509644,0.38348667989656626,0.021921377899638772,0.2553261767134599,0.023539691786262695,0.7868047982551799,0.7930121757543674,0.781021897810219,0.8053763440860215,0.7865377295651348,"[[694 210]
 [181 749]]",0.22707973,4.315120116741287,0.17220882
35,gender,income,k-anonymity,10,0.2,0.4446318018898664,0.3160039587820923,-0.007616487455197163,0.2844551282051282,0.13021518580241498,0.7726281352235551,0.789712556732224,0.7579864472410455,0.8242105263157895,0.7707025482257681,"[[634 250]
 [167 783]]",0.20209594,3.4544632627102745,0.15527765
36,gender,income,k-anonymity,10,0.2,0.3907469342251951,0.2970436263473981,0.015074520245478396,0.21664116527642957,0.13673139158576053,0.7693565976008724,0.7849517031011692,0.7805864509605662,0.7893660531697342,0.767930690136269,"[[639 217]
 [206 772]]",0.22153759,4.013064861297607,0.16910082
37,gender,income,k-anonymity,10,0.2,0.42381621876878167,0.281102086542501,-0.029345003005065706,0.2597400568625613,0.08742553263101216,0.7780806979280261,0.7876890975482524,0.7864583333333334,0.7889237199582028,0.7775861473223169,"[[672 205]
 [202 755]]",0.22332299,3.635974229206443,0.17125891
38,gender,income,k-anonymity,10,0.2,0.4433865605755082,0.3760844117316913,-0.0026104964848220336,0.2606817947105048,0.1451706188548294,0.7677208287895311,0.7724358974358974,0.7492227979274612,0.7971334068357222,0.7680381165785946,"[[685 242]
 [184 723]]",0.33007663,1.8813745975494385,0.19799753
39,gender,income,k-anonymity,10,0.2,0.39983857949959645,0.2542608881926872,-0.021478421877225484,0.23484191943508267,0.05509787862729043,0.7938931297709924,0.8045501551189245,0.8045501551189245,0.8045501551189245,0.7932785377670748,"[[678 189]
 [189 778]]",0.21700299,3.7044884833205405,0.16715632
0,gender,income,k-anonymity,10,0.3,0.4700692205985292,0.4166002763496944,0.011433065150323607,0.28967699032829053,0.1505392755392756,0.7502726281352236,0.7667232597623089,0.7638700947225981,0.7695978186775733,0.7488954825475094,"[[ 935  349]
 [ 338 1129]]",0.24862054,1.67428719997406,0.15953772
1,gender,income,k-anonymity,10,0.3,0.48552420357683873,0.4770534542658782,0.03323422791984143,0.3083048581191502,0.029145560473995635,0.7539076699382042,0.7666321957945537,0.7711511789181692,0.7621658670322139,0.7533739551879336,"[[ 962  330]
 [ 347 1112]]",0.26365086,1.8784952615440775,0.16358767
2,gender,income,k-anonymity,10,0.3,0.39075437398127166,0.264655616654599,-0.01128326340023067,0.2210114520500044,0.10180465628874502,0.7888040712468194,0.7962118554893021,0.7784636488340192,0.8147882268485284,0.788469223880818,"[[1035  323]
 [ 258 1135]]",0.18276714,3.5252615388388744,0.14631188
3,gender,income,k-anonymity,10,0.3,0.385802561718211,0.2628444219392607,-0.026593274739778572,0.26209302325581396,0.029958200147528813,0.7778989458378771,0.7856892318484743,0.7598371777476255,0.813362381989833,0.7778602302962264,"[[1020  354]
 [ 257 1120]]",0.20440671,3.3944923433767293,0.16024563
4,gender,income,k-anonymity,10,0.3,0.4121251684636119,0.29720033547728375,0.004430592991913729,0.25817865595983025,0.045089733935743004,0.7931661214103962,0.8091244548809126,0.788750817527796,0.8305785123966942,0.7909628512714802,"[[ 976  323]
 [ 246 1206]]",0.19329831,3.8187382221221924,0.15193355
5,gender,income,k-anonymity,10,0.3,0.4151344331786954,0.30629929206857276,-0.012052546191322677,0.2688098495212038,0.020793365926109253,0.7811704834605598,0.7928423950447349,0.7868852459016393,0.7988904299583911,0.7802702722748411,"[[ 997  312]
 [ 290 1152]]",0.19629188,3.866876918885134,0.15329725
6,gender,income,k-anonymity,10,0.3,0.39056829653647973,0.27934811599825426,0.01029786499438945,0.19684163701067614,0.11805093417484203,0.7913486005089059,0.8064733648010789,0.8075624577987845,0.8053872053872054,0.7901343609874416,"[[ 981  285]
 [ 289 1196]]",0.20329887,3.2077821416482566,0.15743129
7,gender,income,k-anonymity,10,0.3,0.4132093452384565,0.26918370746207465,-0.01895391114860967,0.26120370793186903,0.10158538179916321,0.7782624500181752,0.7926580557443915,0.7676102699144174,0.8193956430077302,0.7767911949978411,"[[ 975  353]
 [ 257 1166]]",0.18916105,3.2028171085625052,0.14767973
8,gender,income,k-anonymity,10,0.3,0.3870267799331169,0.3066520467836257,0.017268849381973594,0.23641286462907862,0.09220798839809052,0.7739003998545984,0.7887228260869567,0.7573385518590998,0.8228206945428774,0.7726043771221851,"[[ 968  372]
 [ 250 1161]]",0.17762825,4.494827747344971,0.14256775
9,gender,income,k-anonymity,10,0.3,0.39816941415529034,0.2947176684881603,-0.00921195729944757,0.23867519514792557,0.03581956361136107,0.7898945837877136,0.7954706298655343,0.7898805340829234,0.8011404133998574,0.789665162189543,"[[1049  299]
 [ 279 1124]]",0.20334537,3.2128717950744323,0.15965259
10,gender,income,k-anonymity,10,0.3,0.4336765172419985,0.3615142764276428,0.003441815363066536,0.2614780758332506,0.09543757364305494,0.7702653580516176,0.7777777777777777,0.7653979238754325,0.7905646890636169,0.7699125220466013,"[[1013  339]
 [ 293 1106]]",0.24901447,1.6257869005203247,0.15956058
11,gender,income,k-anonymity,10,0.3,0.4478082157023605,0.29405469974864995,-0.03870615797085519,0.2949347602990764,-0.00867448948849081,0.7960741548527808,0.805680637339799,0.7954856361149111,0.8161403508771929,0.7953250773993809,"[[1027  299]
 [ 262 1163]]",0.19601952,3.578081318091879,0.15143469
12,gender,income,k-anonymity,10,0.3,0.3983660130718954,0.3142432486462525,0.018161362905818046,0.219676209623744,0.08950604852244193,0.7880770628862231,0.798339674852992,0.7877133105802048,0.8092566619915849,0.7872698404297547,"[[1014  311]
 [ 272 1154]]",0.18686832,3.8893941255831703,0.14723335
