SEED,protected_att,target,model_name,method,anon_parameter,SPD,EOD,MAD,PED,PRD,ACC,f1,Precision,Recall,ROC_AUC,CM,ASF,ALF,NCF
21,gender,income,XGBoost,k-anonymity,10,0.4122638332370509,0.2941693635878859,-0.0015042482979110705,0.24102489665577684,0.09364592949026707,0.7902944383860414,0.8026275274556092,0.7787293367855009,0.8280389665396019,0.7891318933417435,"[[3337 1111]
 [ 812 3910]]",0.22513078008501664,2.4888452458468837,0.15307674
22,gender,income,XGBoost,k-anonymity,10,0.3770134264699482,0.24378069310218586,-0.00752110806458639,0.22393755070426158,0.07519819524108884,0.7938931297709924,0.8058751027115859,0.7813184624576778,0.8320254506892895,0.7927804021123215,"[[3357 1098]
 [ 792 3923]]",0.14260176191530904,3.2298643928696604,0.106549665
23,gender,income,XGBoost,k-anonymity,10,0.39045999799366865,0.2596491228070176,-0.00154698704392231,0.23381320069161102,0.0959644734684012,0.7902944383860414,0.8043146433296021,0.7708211429685976,0.8408510638297872,0.7889937645770861,"[[3295 1175]
 [ 748 3952]]",0.21795688921071785,2.568514422062662,0.14844602
24,gender,income,XGBoost,k-anonymity,10,0.39681568977374054,0.27802888193304365,-0.004622131753431957,0.24104862183074524,0.09051975603288254,0.7826608505997819,0.7949799403353565,0.7700278995615784,0.8216032319795875,0.7816321510244926,"[[3313 1154]
 [ 839 3864]]",0.2301668312325465,2.384972651817845,0.1570097
25,gender,income,XGBoost,k-anonymity,10,0.41179835147400107,0.29813537657339373,-0.002087769424244934,0.24166927765031687,0.0717330090103564,0.7905125408942203,0.8027518225690523,0.7892186553603876,0.8167572085248642,0.7893092611967387,"[[3340 1044]
 [ 877 3909]]",0.13832323631539012,3.847791477180249,0.10331634
26,gender,income,XGBoost,k-anonymity,10,0.4104961235259448,0.2999559726567026,0.001612294098551792,0.24359740538798313,0.09046166509308351,0.783969465648855,0.7975058775426761,0.7803560712142429,0.8154264214046822,0.7825422120703301,"[[3288 1098]
 [ 883 3901]]",0.22477174423191665,2.367244517629343,0.1541986
27,gender,income,XGBoost,k-anonymity,10,0.3925713185459695,0.2931109528331751,0.005614290930261556,0.22102489679977444,0.09253787150951143,0.7869138495092693,0.7967124427798585,0.7820669934640523,0.8119168787107719,0.7861784662974605,"[[3387 1067]
 [ 887 3829]]",0.2239389339683068,2.09432053565979,0.1532693
28,gender,income,XGBoost,k-anonymity,10,0.39917941219310243,0.27338393843141273,-0.006698700522739021,0.2341580940154854,0.10596987284224613,0.7836423118865867,0.7960526315789473,0.776107436359992,0.8170500105507491,0.7824812228334879,"[[3314 1117]
 [ 867 3872]]",0.22255870039804432,2.103336382406586,0.15390295
29,gender,income,XGBoost,k-anonymity,10,0.36668591963965086,0.23997183372183373,-0.0019099153321170403,0.20782496921003,0.11079296215955647,0.7872410032715377,0.798928166546429,0.7714968152866242,0.8283821329343877,0.7863798885558155,"[[3343 1148]
 [ 803 3876]]",0.2228015049464066,1.8498101234436035,0.15288277
30,gender,income,XGBoost,k-anonymity,10,0.39025708241854684,0.268627352488112,0.0036976176280109074,0.22362267643567316,0.11246881722109225,0.787350054525627,0.8010610079575596,0.7751233958538993,0.8287945957356977,0.7859289919801882,"[[3294 1139]
 [ 811 3926]]",0.21978227758988092,2.1177896177661877,0.15217224
31,gender,income,XGBoost,k-anonymity,10,0.405851704364473,0.3029491086218148,0.004650319030699013,0.24423244385411616,0.08588159154579944,0.7794983642311887,0.7927429274292743,0.7785383531306623,0.8074754646063896,0.7781956186305173,"[[3281 1100]
 [ 922 3867]]",0.22858286763031274,2.1273083686828613,0.15549795
32,gender,income,XGBoost,k-anonymity,10,0.37917512976754686,0.27167814825020675,0.021457391718055274,0.20493545613866537,0.1400890044580395,0.786041439476554,0.8020581113801453,0.7707969749854566,0.8359621451104101,0.7841192379006184,"[[3233 1182]
 [ 780 3975]]",0.224250049691212,2.32440447807312,0.15302071
33,gender,income,XGBoost,k-anonymity,10,0.3950909401351199,0.26231642189586113,-0.004135347585213167,0.23693903755717216,0.09281720833775842,0.7898582333696837,0.8030256567515077,0.7747534516765286,0.8334394228729047,0.788606630888999,"[[3315 1142]
 [ 785 3928]]",0.22518502670845839,2.7938832305318733,0.15386048
34,gender,income,XGBoost,k-anonymity,10,0.38477299726143777,0.2576973448384575,-0.003770883292169902,0.2392326246352699,0.08854274029720921,0.7815703380588876,0.7975336096229657,0.7699063231850117,0.8272174460054519,0.7796618927368772,"[[3222 1179]
 [ 824 3945]]",0.22277095182041975,2.6292014122009277,0.15213883
35,gender,income,XGBoost,k-anonymity,10,0.3940859586263376,0.2738744958395407,-0.004538743692792946,0.23167461233093845,0.1019620043797258,0.7827699018538713,0.7943423497831922,0.774511777733038,0.8152150879423606,0.7817931202461748,"[[3331 1120]
 [ 872 3847]]",0.2316870652769978,2.052555799484253,0.15748073
36,gender,income,XGBoost,k-anonymity,10,0.37724394482459,0.26156328533136974,0.010167807103291016,0.21091482765578853,0.13004324189307903,0.7836423118865867,0.797839820664357,0.768702140192421,0.829273459012921,0.7822474285399512,"[[3271 1178]
 [ 806 3915]]",0.2230447409593114,2.7240614891052246,0.15366262
37,gender,income,XGBoost,k-anonymity,10,0.40541048014027775,0.3046289501809498,0.005508776339491428,0.2409496441509232,0.1113419281813457,0.7760087241003272,0.7878099173553719,0.7668946098149638,0.8098980458793543,0.7750745271978573,"[[3303 1159]
 [ 895 3813]]",0.22356454701600928,1.9699844121932983,0.15443997
38,gender,income,XGBoost,k-anonymity,10,0.3901527206706894,0.24481876708704464,-0.01602071874833122,0.22774541155762526,0.0713275744212889,0.7961832061068702,0.8057374493295916,0.7932869422840769,0.818585005279831,0.7954255353343912,"[[3425 1010]
 [ 859 3876]]",0.15697360495128476,3.7332848131637526,0.10897492
39,gender,income,XGBoost,k-anonymity,10,0.376201646978567,0.24239683543961532,-0.011680491552795824,0.2215557604920148,0.08408435639880951,0.7861504907306434,0.7981056316277154,0.7852512155591572,0.8113879003558719,0.785047467136734,"[[3333 1060]
 [ 901 3876]]",0.14530474351930647,3.43853647442019,0.10773868
0,gender,income,RandomForest,k-anonymity,10,0.38069076255332474,0.24521943350721687,-0.003069686430962504,0.23073377437627013,0.09381863133334756,0.7844056706652126,0.8018045112781955,0.7799882972498537,0.8248762376237624,0.7819429776735194,"[[3194 1128]
 [ 849 3999]]",0.13397632077384924,inf,0.10045038237652924
1,gender,income,RandomForest,k-anonymity,10,0.39294182280823503,0.2691530285361964,-0.008602243812167454,0.24521483763482865,0.0578851305602166,0.7862595419847328,0.8006103763987793,0.7824617220123284,0.8196209123099354,0.7846101814925736,"[[3275 1094]
 [ 866 3935]]",0.14528519052717295,inf,0.10293373480248193
2,gender,income,RandomForest,k-anonymity,10,0.3768367008281205,0.24046656413493894,-0.004650848386013928,0.2290014287263893,0.09661409593203807,0.7875681570338059,0.8021129622104836,0.7666019417475728,0.8410737111205795,0.7862651844253479,"[[3274 1202]
 [ 746 3948]]",0.23422219660456997,inf,0.1633660626998519
3,gender,income,RandomForest,k-anonymity,10,0.3921862072420849,0.24203294886237559,-0.014676725042620853,0.2601639434450129,0.07132497659832482,0.7844056706652126,0.8019236549443943,0.7678434382194935,0.8391696372405116,0.7821160615195968,"[[3191 1210]
 [ 767 4002]]",0.23270030758791696,inf,0.1612912856658376
4,gender,income,RandomForest,k-anonymity,10,0.39408264959001277,0.28461823254372964,0.008243414778689728,0.2384635855766435,0.09373281227384578,0.7834242093784078,0.7983756345177665,0.769170579029734,0.8298860278598564,0.7818202702476177,"[[3252 1180]
 [ 806 3932]]",0.23680055736684166,inf,0.16473532647764502
5,gender,income,RandomForest,k-anonymity,10,0.375493443137519,0.2603844810960907,0.009065364835978085,0.21056145035485913,0.124649214749326,0.783206106870229,0.7968526466380543,0.7710104805220487,0.8244872065975893,0.7818675618666847,"[[3283 1158]
 [ 830 3899]]",0.23845219504415924,inf,0.16488535032609025
6,gender,income,RandomForest,k-anonymity,10,0.3944305196150518,0.2644183450784027,-0.004939545477319229,0.2462976862380922,0.07913713727450655,0.785278080697928,0.8006883287782164,0.7750342935528121,0.8280988274706867,0.7834167328068046,"[[3246 1148]
 [ 821 3955]]",0.23680067802653718,inf,0.16163953777360132
7,gender,income,RandomForest,k-anonymity,10,0.38095026551657474,0.2776721641663028,0.014447995634367272,0.22205469877890216,0.10675102752840737,0.7830970556161396,0.7991923271075214,0.7688422688422688,0.8320369981080513,0.7811895844834388,"[[3223 1190]
 [ 799 3958]]",0.23317114315735293,inf,0.16182377683200397
8,gender,income,RandomForest,k-anonymity,10,0.3686513962709863,0.27018835370993555,0.01429339769316984,0.21717083406189897,0.10873305810793854,0.7764449291166848,0.7912848706984321,0.7622597096900745,0.8226079593564776,0.7750016854812077,"[[3234 1212]
 [ 838 3886]]",0.23133938583913646,inf,0.1615962389488233
9,gender,income,RandomForest,k-anonymity,10,0.41648462066784386,0.29333184760867115,-0.004597792525299016,0.26046607003638256,0.08572495599323215,0.7838604143947655,0.7975898692810458,0.7694581280788177,0.8278566885732457,0.7825562355958525,"[[3283 1170]
 [ 812 3905]]",0.23350322273681398,inf,0.1625169419243524
10,gender,income,RandomForest,k-anonymity,10,0.356377609608212,0.21771536653803492,-0.008239148584048617,0.2070536481102079,0.08530728530728526,0.793020719738277,0.8048930921052632,0.7808137215795772,0.8305048790835808,0.7919355634197078,"[[3357 1099]
 [ 799 3915]]",0.13444780300617148,inf,0.10167214575144469
11,gender,income,RandomForest,k-anonymity,10,0.4013107763179256,0.2825697109405536,0.00010341773339295202,0.2474339362001484,0.1090977291427414,0.7770992366412214,0.7924873096446701,0.7623046875,0.8251585623678647,0.7755297316343829,"[[3223 1217]
 [ 827 3903]]",0.23287075059353174,inf,0.163280869038272
12,gender,income,RandomForest,k-anonymity,10,0.39141359133882675,0.24765344201963913,-0.015722113563817364,0.24037053283132898,0.07760438585190588,0.7908396946564885,0.8035238680598238,0.7752520260921131,0.8339357856687221,0.7897012709404725,"[[3330 1137]
 [ 781 3922]]",0.13235587999351586,inf,0.10029745303121389
13,gender,income,RandomForest,k-anonymity,10,0.38383709012915207,0.28765167616641785,0.014325148504117369,0.212637001141938,0.14514458177121636,0.7745910577971646,0.7876297133463475,0.762937898089172,0.8139732427266936,0.773496372540213,"[[3270 1191]
 [ 876 3833]]",0.23726327100850866,inf,0.16468784891351212
14,gender,income,RandomForest,k-anonymity,10,0.3999859749177238,0.28166700845329096,0.0014914845560362044,0.2391970178541728,0.08822361439183868,0.783969465648855,0.7984945580307191,0.7829642928386196,0.8146533831465338,0.782326691573267,"[[3264 1088]
 [ 893 3925]]",0.237339089713856,inf,0.16311183051764203
15,gender,income,RandomForest,k-anonymity,10,0.3730150219483425,0.24006163328197228,-0.009113413734613274,0.22512712837776422,0.06187619435915792,0.7941112322791712,0.8062794992817566,0.785328802718369,0.8283786632932743,0.7928882248022731,"[[3353 1074]
 [ 814 3929]]",0.14834688531370396,inf,0.10528479374439638
16,gender,income,RandomForest,k-anonymity,10,0.40677956174738783,0.3032859180354788,0.007580352386059364,0.2419342011353057,0.10487233180803668,0.7808069792802618,0.7946045370938075,0.7694438947160103,0.8214663004436932,0.7794507522051686,"[[3272 1165]
 [ 845 3888]]",0.23147272191935192,inf,0.1619309757373732
17,gender,income,RandomForest,k-anonymity,10,0.353863541167479,0.24186441247101098,0.011632311697103326,0.19595218645627605,0.13535876474528175,0.7764449291166848,0.7915395566402278,0.7656895534133386,0.8191959587455273,0.7748389841249701,"[[3228 1191]
 [ 859 3892]]",0.2342581100396626,inf,0.16176731380438633
18,gender,income,RandomForest,k-anonymity,10,0.37878687555095014,0.2399294124815794,-0.006652423547403474,0.23215735450501787,0.08707531062354912,0.7863685932388222,0.8025798649601935,0.7774306911362749,0.8294105394709436,0.7842406325187175,"[[3229 1140]
 [ 819 3982]]",0.23768393453831443,inf,0.16492753451916745
19,gender,income,RandomForest,k-anonymity,10,0.38721320304752865,0.26900516733089785,-0.002356221804773795,0.22927275101188144,0.09773363831441839,0.7844056706652126,0.796374497888557,0.7699661422027485,0.8246587030716723,0.7834806232895175,"[[3327 1155]
 [ 822 3866]]",0.2321670757649163,inf,0.16235772767089532
20,gender,income,RandomForest,k-anonymity,10,0.41623682359371034,0.2986171162966743,0.004029411072495992,0.24907096508608412,0.08233374253268977,0.7923664122137405,0.8068573747210388,0.7805691854759568,0.8349779550703338,0.7906453197180577,"[[3289 1118]
 [ 786 3977]]",0.2281787769136587,inf,0.15886416189586497
21,gender,income,RandomForest,k-anonymity,10,0.40377284289958754,0.2590705045694426,-0.01772311367747048,0.2527515527188424,0.08020792242065722,0.7871319520174482,0.8006943026342659,0.7730678233438486,0.8303684879288437,0.7858002511586664,"[[3297 1151]
 [ 801 3921]]",0.23776015436680734,inf,0.16301753997390245
22,gender,income,RandomForest,k-anonymity,10,0.35683183183183187,0.20279800885575072,-0.013141402271837022,0.22051199220790982,0.08722511910567576,0.7897491821155943,0.8047397204780231,0.770110486528397,0.8426299045599152,0.7882060858377578,"[[3269 1186]
 [ 742 3973]]",0.13387352299638564,inf,0.10173182497431679
23,gender,income,RandomForest,k-anonymity,10,0.4017158106256199,0.2740912280701755,-0.004878171980695956,0.2475986908184327,0.0873908769663031,0.7870229007633588,0.8008565310492506,0.7689445858625417,0.835531914893617,0.7857749059926697,"[[3290 1180]
 [ 773 3927]]",0.23425845795672892,inf,0.1607981626402442
24,gender,income,RandomForest,k-anonymity,10,0.38887913916034683,0.2654542869964406,-0.006002084975375022,0.23806847355829583,0.0966798625185894,0.7800436205016358,0.7931069853318289,0.7661514070550931,0.8220284924516266,0.7789345506807047,"[[3287 1180]
 [ 837 3866]]",0.23732969634401174,inf,0.1634690880160877
25,gender,income,RandomForest,k-anonymity,10,0.4153211154052297,0.29056124645272097,-0.0027945208461163107,0.2512844355053348,0.07055479827224176,0.7931297709923664,0.8075869763667715,0.7847427557658191,0.8318010865022983,0.7913567476307112,"[[3292 1092]
 [ 805 3981]]",0.1312657320840213,inf,0.09947485786938841
26,gender,income,RandomForest,k-anonymity,10,0.4162401838562034,0.31117681135714625,0.005443013640519911,0.24946910840428677,0.09721507102854599,0.78113413304253,0.7957251908396946,0.7754413806784368,0.8170986622073578,0.7795023634794199,"[[3254 1132]
 [ 875 3909]]",0.2349180075952742,inf,0.16289200042908458
27,gender,income,RandomForest,k-anonymity,10,0.38162308763316943,0.2625435264324153,-0.006678712821209687,0.22622565036920667,0.08653763944602233,0.7833151581243184,0.794071924551767,0.7766065274680721,0.8123409669211196,0.7824614578655888,"[[3352 1102]
 [ 885 3831]]",0.23372666953413454,inf,0.16312517652842964
28,gender,income,RandomForest,k-anonymity,10,0.41084426437094834,0.28411973314206995,-0.005218313841976241,0.2449946866958645,0.09922171945701364,0.7866957470010905,0.8000408914332447,0.7759270275629585,0.8257016248153619,0.7853400924798994,"[[3301 1130]
 [ 826 3913]]",0.23368973951024924,inf,0.16250725998114063
29,gender,income,RandomForest,k-anonymity,10,0.3623338802314906,0.23596542346542349,-0.0023671096527160262,0.20612494523661995,0.11562145895640219,0.7838604143947655,0.7957543281121187,0.7683582089552239,0.8251763197264372,0.7829956414931452,"[[3327 1164]
 [ 818 3861]]",0.24101442211643945,inf,0.16622180058240313
30,gender,income,RandomForest,k-anonymity,10,0.38764240074248507,0.2627988748241913,0.004118118195719389,0.22491860415936954,0.11722391182538672,0.7856052344601963,0.8004871118327582,0.770764119601329,0.8325944690732531,0.7839940538463491,"[[3260 1173]
 [ 793 3944]]",0.23483513363277644,inf,0.1625562638504838
31,gender,income,RandomForest,k-anonymity,10,0.4196038710001694,0.3166727144578112,0.003348871169953971,0.2608654324329428,0.07717038067327264,0.7786259541984732,0.792687908496732,0.7757345592644413,0.8103988306535811,0.7771464593806596,"[[3259 1122]
 [ 908 3881]]",0.23973291237051367,inf,0.16489959305150556
32,gender,income,RandomForest,k-anonymity,10,0.3735040897363172,0.26093276384678976,0.01881629429022791,0.202520548353647,0.13969195320534133,0.7856052344601963,0.8016945733306435,0.7703043225431285,0.835751840168244,0.7836743345801582,"[[3230 1185]
 [ 781 3974]]",0.23100892978204515,inf,0.16095709294040492
33,gender,income,RandomForest,k-anonymity,10,0.40809641642014544,0.2889789692041179,0.0010590603176081625,0.24655264057332532,0.09683825081159725,0.7857142857142857,0.7992234596914274,0.7707922743397714,0.8298323785274772,0.7844472639776717,"[[3294 1163]
 [ 802 3911]]",0.23687429174403657,inf,0.16267883037627096
34,gender,income,RandomForest,k-anonymity,10,0.37333383370694745,0.23964447050084436,-0.006960000319015447,0.23372844016754593,0.09333726693415156,0.779062159214831,0.7954774883908742,0.766984621374343,0.826169008177815,0.7770926840480077,"[[3204 1197]
 [ 829 3940]]",0.2328767386289128,inf,0.16173565636541595
35,gender,income,RandomForest,k-anonymity,10,0.37856873416776426,0.2520111914537989,-0.0027971604819587714,0.22094725340463064,0.11692774579372511,0.7805888767720829,0.7936410256410257,0.7690320015901412,0.8198770926043654,0.7794060816874893,"[[3289 1162]
 [ 850 3869]]",0.2413705888286538,inf,0.16733494411094443
36,gender,income,RandomForest,k-anonymity,10,0.3897159769740415,0.2767677190281346,0.004683936135549072,0.22690978910229365,0.11895020170409709,0.7799345692475463,0.7935338653570698,0.7674648723530576,0.8214361364117772,0.7786659216561022,"[[3274 1175]
 [ 843 3878]]",0.23346740885044803,inf,0.16337745863212655
37,gender,income,RandomForest,k-anonymity,10,0.4013163013100175,0.30214450920327973,0.005995768924636602,0.23579384473453385,0.11457667016349815,0.7753544165757906,0.786705322012839,0.7674747474747474,0.8069243840271878,0.7744841552587755,"[[3311 1151]
 [ 909 3799]]",0.23418519022591167,inf,0.16511678113333714
38,gender,income,RandomForest,k-anonymity,10,0.379254552250761,0.23195367310931325,-0.012603727238746254,0.2186722111961178,0.08746364263017203,0.7945474372955289,0.8052511887533595,0.7886211783761895,0.82259767687434,0.7935987256975985,"[[3391 1044]
 [ 840 3895]]",0.14712948398964534,inf,0.1040878911937386
39,gender,income,RandomForest,k-anonymity,10,0.37947626551438496,0.2463839003260817,-0.008895755166820951,0.22403695548069097,0.08642947026785408,0.7870229007633588,0.7997949769349052,0.7836480514262756,0.8166213104458866,0.7857292757556089,"[[3316 1077]
 [ 876 3901]]",0.1360790128586188,inf,0.10277695388347925
0,gender,income,LGBM,k-anonymity,10,0.4129896112678224,0.28579195303354854,-0.0048020165976520035,0.2539711160115882,0.06038364213224379,0.7907306434023992,0.8060636685194543,0.7901723796314643,0.8226072607260726,0.7887909047730316,"[[3263 1059]
 [ 860 3988]]",0.13210774008814,2.8263945567115782,0.09808419199142275
1,gender,income,LGBM,k-anonymity,10,0.3973947490168864,0.25811250955004217,-0.02094899375433723,0.2550901654812297,0.027504706064817475,0.7923664122137405,0.8054760931753168,0.7904551834770404,0.8210789418871068,0.7909468868281953,"[[3324 1045]
 [ 859 3942]]",0.14497508088374383,2.79516522008213,0.10129219998172281
2,gender,income,LGBM,k-anonymity,10,0.3706311757505297,0.23029790168147557,-0.00428688126201715,0.2221577626625497,0.09833041597005476,0.790185387131952,0.8047097036134795,0.76851492826677,0.8444823178525778,0.788863142840498,"[[3282 1194]
 [ 730 3964]]",0.21102446294182273,1.7218048020352323,0.14430968820240794
3,gender,income,LGBM,k-anonymity,10,0.3824647354259847,0.2326070630003243,-0.018143262797414628,0.24389775790584506,0.06381763418773978,0.7887677208287895,0.8031704095112285,0.7791798107255521,0.8286852589641435,0.7870988212566685,"[[3281 1120]
 [ 817 3952]]",0.21365754253959343,1.84025896949579,0.14503442656616916
4,gender,income,LGBM,k-anonymity,10,0.3762121590502772,0.25433889868215454,0.0077596941453629276,0.22052964005314277,0.0974440698492709,0.7904034896401309,0.8054655870445344,0.7738234150136134,0.8398058252427184,0.7886980389751498,"[[3269 1163]
 [ 759 3979]]",0.210839601127954,1.694061555801146,0.14434199156272065
5,gender,income,LGBM,k-anonymity,10,0.37287311597872824,0.2513952325132135,0.010125325813870822,0.2011752103579967,0.11779673157474979,0.7935659760087241,0.8064219245321608,0.7807920792079208,0.8337914992598858,0.7922616582090918,"[[3334 1107]
 [ 786 3943]]",0.2169756658334973,1.6937191679811114,0.1462219988392849
6,gender,income,LGBM,k-anonymity,10,0.3873254713340348,0.23962867634149687,-0.010220869911400143,0.24215064335493908,0.06913004461633732,0.7941112322791712,0.8096390401290583,0.7808245818747569,0.8406616415410385,0.7920877620540877,"[[3267 1127]
 [ 761 4015]]",0.21216726481547998,2.0093554241266505,0.1427163858403926
7,gender,income,LGBM,k-anonymity,10,0.3847704683594463,0.2682770622929104,0.005318832412629093,0.23000234361381916,0.08621574716595959,0.788876772082879,0.8042071197411004,0.7748976807639836,0.835820895522388,0.7870470895015067,"[[3258 1155]
 [ 781 3976]]",0.2131989791531221,1.815077244435506,0.1447555559088258
